#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2] 
1636273842820056584,0.65567,-0.0452737,0.161388,9.95988,0.526724,1.78607
1636273842821087131,0.662594,-0.0330232,0.164051,10.0461,0.548272,1.83635
1636273842824085631,0.666856,-0.0234358,0.170442,10.0006,0.529119,1.74777
1636273842825058977,0.671117,-0.0181095,0.171508,9.93354,0.464475,1.72143
1636273842829058222,0.682302,-0.0133158,0.183225,9.91439,0.368707,1.67594
1636273842830129956,0.688693,-0.00639159,0.178964,9.9527,0.323217,1.61369
1636273842848056156,0.749414,0.0447411,0.205596,9.88326,-0.275333,1.26174
1636273842849067348,0.753675,0.0442085,0.209857,9.83059,-0.234632,1.26893
1636273842852065719,0.770719,0.0330232,0.217314,9.81144,-0.205901,1.18513
1636273842854079183,0.78723,0.0122505,0.219444,9.86651,-0.0837971,1.10373
1636273842856063063,0.79735,-0.00372843,0.222108,9.85693,-0.0383072,1.11809
1636273842858059029,0.81759,-0.0431432,0.233293,9.75637,0.047884,1.09415
1636273842859094052,0.823449,-0.0569916,0.237021,9.67736,0.0981623,1.17076
1636273842862055198,0.843157,-0.0942759,0.24288,9.73243,0.174777,1.1995
1636273842864083583,0.85594,-0.117712,0.257794,9.66539,0.184354,1.22344
1636273842867060279,0.869256,-0.136886,0.256196,9.67257,0.191536,1.29526
1636273842868063213,0.874049,-0.147006,0.26099,9.63427,0.229843,1.3216
1636273842871083684,0.885235,-0.167779,0.261522,9.59117,0.241814,1.36469
1636273842873122364,0.884702,-0.198139,0.261522,9.58878,0.280122,1.37906
1636273842875120100,0.889496,-0.217314,0.262588,9.55765,0.311246,1.42934
1636273842877077716,0.884169,-0.249805,0.256729,9.59596,0.292093,1.51792
1636273842878093539,0.8863,-0.268979,0.260457,9.59835,0.282516,1.52032
1636273842881111815,0.87618,-0.290285,0.25087,9.50498,0.292093,1.64721
1636273842883084025,0.864462,-0.302002,0.254066,9.4547,0.395043,1.72383
1636273842886093500,0.849548,-0.306264,0.241282,9.47386,0.35913,1.69509
1636273842887083255,0.83783,-0.304133,0.24075,9.43316,0.411803,1.62087
1636273842890083031,0.820254,-0.297209,0.230097,9.45231,0.418985,1.67594
1636273842892057458,0.808536,-0.29135,0.218912,9.43076,0.430956,1.70707
1636273842894059099,0.800014,-0.294013,0.208259,9.44513,0.416591,1.6927
1636273842896058216,0.791491,-0.289752,0.193878,9.37809,0.351948,1.76213
1636273842897062330,0.789361,-0.290285,0.188019,9.39245,0.395043,1.6927
1636273842900059060,0.782437,-0.299339,0.169377,9.32542,0.428562,1.63524
1636273842918058837,0.770719,-0.22264,0.0676443,9.72046,0.47884,1.71664
1636273842920063148,0.769121,-0.219977,0.0601874,9.76116,0.457293,1.63285
1636273842921117542,0.770186,-0.215716,0.0495348,9.79947,0.411803,1.61369
1636273842925061325,0.771251,-0.209857,0.036219,9.84975,0.380678,1.48441
1636273842929059891,0.771784,-0.186421,0.0292948,9.87129,0.354342,1.39582
1636273842930060673,0.772317,-0.18216,0.0239685,9.88566,0.378284,1.41976
1636273842933060248,0.769654,-0.175769,0.0186421,9.91678,0.3304,1.37667
1636273842935088540,0.773382,-0.175769,0.0175769,9.99579,0.35913,1.35991
1636273842937090150,0.775513,-0.177899,0.0133158,10.0317,0.399832,1.35991
1636273842939060662,0.771251,-0.188019,0.0133158,10.1035,0.402226,1.30723
1636273842940059859,0.770186,-0.194411,0.0154463,10.1586,0.380678,1.34315
1636273842943055238,0.772849,-0.218912,0.0165116,10.1442,0.440533,1.29766
1636273842946058224,0.771251,-0.237554,0.0245011,10.0509,0.457293,1.28329
1636273842948081992,0.769654,-0.248739,0.0271642,10.0556,0.442927,1.2809
1636273842949055336,0.771784,-0.251402,0.0319579,10.0006,0.411803,1.24977
1636273842952081196,0.769121,-0.246609,0.0410127,10.0724,0.411803,1.21147
1636273842954054216,0.77498,-0.246076,0.0500674,9.99819,0.481235,1.2378
1636273842956060679,0.779241,-0.24075,0.0553938,10.0221,0.486023,1.26414
1636273842958112388,0.784567,-0.246609,0.056459,10.0197,0.497994,1.2402
1636273842959082252,0.788296,-0.248207,0.0617853,10.0509,0.4956,1.23301
1636273842962060541,0.803742,-0.262055,0.0649811,10.0102,0.466869,1.20907
1636273842963057448,0.810666,-0.264186,0.066579,9.92397,0.52433,1.13006
1636273842966057005,0.824515,-0.287089,0.0676443,10.0317,0.454898,1.17795
1636273842984056849,0.908138,-0.295611,0.0703075,10.2137,0.270545,1.39821
1636273842986164531,0.909203,-0.308394,0.0735032,10.2376,0.308852,1.46046
1636273842989059392,0.908138,-0.31372,0.0836233,10.2256,0.337582,1.60412
1636273842991061988,0.90654,-0.309992,0.0857538,10.1993,0.351948,1.61369
1636273842992059862,0.901746,-0.307329,0.0884169,10.2735,0.361524,1.65679
1636273842995062060,0.891626,-0.295611,0.0921454,10.2927,0.308852,1.68073
1636273842997057038,0.878843,-0.283893,0.0964064,10.2903,0.325611,1.70707
1636273842999058647,0.874582,-0.279099,0.0942759,10.3094,0.361524,1.76453
1636273843001060555,0.86606,-0.271642,0.0958738,10.3214,0.37589,1.67834
1636273843004065825,0.852212,-0.269512,0.0953412,10.3884,0.332794,1.70228
1636273843006064556,0.842624,-0.278034,0.0937433,10.4531,0.339977,1.73819
1636273843008057626,0.83783,-0.278567,0.0932106,10.4435,0.318429,1.75734
1636273843010059024,0.826113,-0.280697,0.0937433,10.4507,0.339977,1.78129
1636273843011057605,0.821319,-0.282828,0.0937433,10.4387,0.246603,1.78847
1636273843014056390,0.809068,-0.278034,0.0958738,10.4842,0.275333,1.7358
1636273843016057374,0.798948,-0.27111,0.0958738,10.5153,0.215478,1.80762
1636273843018058028,0.789361,-0.267914,0.0996022,10.4794,0.189142,1.78368
1636273843020080489,0.781371,-0.256196,0.0996022,10.4842,0.0574608,1.8172
1636273843023056160,0.771784,-0.235423,0.107059,10.5465,0.0814029,1.78129
1636273843025062363,0.761664,-0.219444,0.108124,10.6039,-0.0263362,1.8579
1636273843027068056,0.752609,-0.208259,0.108124,10.6063,-0.0742203,1.84354
1636273843029058571,0.740891,-0.199737,0.111853,10.6734,-0.150835,1.7741
1636273843030090456,0.7345,-0.197607,0.115581,10.6231,-0.179565,1.7765
1636273843033057075,0.715325,-0.19015,0.113451,10.7117,-0.248997,1.77171
1636273843049059327,0.616788,-0.235956,0.194411,10.6446,-0.488417,1.22104
1636273843052130208,0.617853,-0.245011,0.211455,10.5225,-0.533907,1.17555
1636273843054084098,0.600277,-0.239152,0.222108,10.4411,-0.536301,1.19471
1636273843056071301,0.598679,-0.237554,0.221042,10.4531,-0.557849,1.1564
1636273843058065660,0.606135,-0.228499,0.240217,10.343,-0.608127,1.12288
1636273843060074585,0.605603,-0.225836,0.241815,10.2735,-0.555455,1.08697
1636273843063060475,0.610397,-0.209324,0.254598,10.2544,-0.605733,0.995988
1636273843065059505,0.611994,-0.201335,0.259925,10.2041,-0.605733,1.04866
1636273843067061648,0.617321,-0.188019,0.265783,10.2759,-0.694318,0.948104
1636273843068061670,0.624778,-0.188019,0.264718,10.1562,-0.672771,0.943315
1636273843071061129,0.63543,-0.192813,0.265783,10.1227,-0.627281,0.890643
1636273843073062786,0.650877,-0.204531,0.264186,10.0413,-0.586579,0.881066
1636273843075059339,0.666323,-0.209857,0.27324,10.0126,-0.529119,0.912191
1636273843077053883,0.676443,-0.224238,0.270577,10.0293,-0.409408,0.921768
1636273843078057259,0.690291,-0.232228,0.269512,9.96946,-0.351948,0.940921
1636273843081055914,0.699346,-0.251402,0.268979,9.9934,-0.339977,0.948104
1636273843082057961,0.710531,-0.258327,0.268979,9.95988,-0.323217,0.998382
1636273843085056600,0.72651,-0.260457,0.269512,9.92636,-0.294487,1.01754
1636273843087093441,0.72651,-0.261522,0.272708,9.9934,-0.380678,1.01514
1636273843090091391,0.72651,-0.258327,0.275371,9.91678,-0.433351,0.979228
1636273843092065073,0.719586,-0.251402,0.273773,9.93594,-0.387861,0.943315
1636273843094065042,0.716923,-0.246609,0.278567,9.9527,-0.399832,0.976834
1636273843096066342,0.709999,-0.249805,0.273773,9.92875,-0.435745,0.914585
1636273843098064762,0.703607,-0.247141,0.274306,9.98382,-0.433351,0.847547
1636273843125077538,0.675378,-0.235956,0.343015,10.0796,-0.993594,0.890643
1636273843129058785,0.67591,-0.177367,0.360059,10.0293,-1.00796,0.950498
1636273843130061924,0.675378,-0.15979,0.365386,10.0485,-1.08697,0.888249
1636273843133055330,0.681769,-0.123038,0.379234,9.98861,-1.07978,0.933739
1636273843135058401,0.680704,-0.098537,0.393615,9.99579,-1.02472,0.919373
1636273843137068182,0.676443,-0.0916127,0.394148,9.98143,-1.01275,0.964863
1636273843139071806,0.680704,-0.0868191,0.400007,9.96706,-0.919373,0.94571
1636273843142066135,0.67378,-0.0990696,0.407996,9.92875,-0.814029,1.00317
1636273843144100321,0.667388,-0.105461,0.413855,9.73004,-0.778116,1.09415
1636273843146096904,0.660997,-0.106526,0.413323,9.79228,-0.761356,1.07978
1636273843148082177,0.646083,-0.0916127,0.423443,9.65342,-0.711078,1.18513
1636273843149064282,0.637028,-0.0846885,0.424508,9.54808,-0.691924,1.13006
1636273843152063731,0.601874,-0.0649811,0.431965,9.50498,-0.663194,1.08697
1636273843154083141,0.578439,-0.0500674,0.434095,9.47864,-0.591368,1.05824
1636273843156086658,0.558731,-0.04048,0.429302,9.4954,-0.579397,0.986411
1636273843158087278,0.521447,-0.0351537,0.424508,9.38048,-0.557849,0.967257
1636273843161067401,0.487891,-0.0282295,0.418649,9.42837,-0.553061,0.986411
1636273843163081577,0.449542,-0.03036,0.408529,9.414,-0.603339,0.967257
1636273843165079021,0.436758,-0.0308927,0.399474,9.30866,-0.653617,0.969652
1636273843182058027,0.258327,-0.0676443,0.325438,9.27514,-0.914585,0.270545
1636273843184070188,0.255663,-0.0740359,0.319047,9.27274,-0.943315,0.229843
1636273843187077268,0.246076,-0.117179,0.308927,9.32542,-0.967257,0.19393
1636273843189061541,0.249805,-0.136354,0.30147,9.26556,-1.05345,0.179565
1636273843191066828,0.247141,-0.180562,0.289219,9.34936,-1.05584,0.220267
1636273843192074843,0.252468,-0.198139,0.289219,9.3733,-1.12527,0.215478
1636273843195057581,0.262055,-0.234358,0.288687,9.33739,-1.13246,0.31364
1636273843196057791,0.267914,-0.243413,0.287621,9.31105,-1.15879,0.316035
1636273843199066679,0.279632,-0.262055,0.288154,9.32781,-1.2402,0.342371
1636273843201060088,0.299339,-0.275371,0.289219,9.34936,-1.19471,0.407014
1636273843204057118,0.312122,-0.27324,0.290817,9.26556,-1.17555,0.423774
1636273843206059781,0.330765,-0.277501,0.294013,9.43076,-1.075,0.354342
1636273843208059569,0.338754,-0.280697,0.296676,9.37809,-1.07739,0.40462
1636273843210064797,0.356331,-0.283893,0.299872,9.38766,-1.05584,0.493206
1636273843211088370,0.363255,-0.282295,0.303068,9.39724,-1.05345,0.565032
1636273843214084480,0.383495,-0.275371,0.302002,9.40203,-1.1157,0.64404
1636273843215086649,0.387224,-0.270045,0.302002,9.4164,-1.10612,0.708684
1636273843218068991,0.400007,-0.26099,0.311057,9.43076,-1.20189,0.761356
1636273843220078111,0.414388,-0.244478,0.302535,9.51456,-1.13006,0.861913
1636273843223061256,0.425573,-0.224771,0.304133,9.54089,-1.21147,0.972046
1636273843225063363,0.436226,-0.201868,0.3036,9.58399,-1.22823,1.01993
1636273843227068340,0.441019,-0.186954,0.305731,9.59357,-1.21386,1.13006
1636273843229087791,0.445281,-0.14168,0.308394,9.55526,-1.14443,1.09894
1636273843230063085,0.449009,-0.120908,0.312655,9.48343,-1.04148,1.11809
1636273843233092298,0.449542,-0.0740359,0.315851,9.52174,-1.02711,1.14443
1636273843251060334,0.449009,0.17204,0.316916,9.20092,-0.80924,1.22344
1636273843253067371,0.445813,0.213053,0.306796,9.10754,-0.859518,1.2378
1636273843255065590,0.445813,0.229032,0.304133,9.1674,-0.859518,1.22823
1636273843257065162,0.447411,0.247141,0.295078,9.02375,-0.876278,1.18034
1636273843260065387,0.453803,0.268979,0.287089,9.00459,-0.840365,1.2378
1636273843262063082,0.459662,0.299339,0.286023,8.93037,-0.849942,1.23301
1636273843263060947,0.455401,0.320112,0.280165,9.02614,-0.878672,1.24498
1636273843266072570,0.460727,0.370712,0.268979,8.95671,-0.885855,1.23062
1636273843268066285,0.460727,0.412257,0.26312,8.97826,-0.950498,1.20907
1636273843270071336,0.458064,0.429834,0.252468,9.05248,-0.998382,1.23062
1636273843272066115,0.458596,0.385093,0.265251,8.54969,-0.481235,1.11091
1636273843274062341,0.463923,0.252468,0.282828,8.96629,-0.656011,1.38624
1636273843276080279,0.439954,0.245543,0.317981,9.78031,-1.24498,1.62327
1636273843277094516,0.422377,0.353668,0.320645,9.87848,-1.38864,1.64242
1636273843281064691,0.390952,0.48363,0.312655,9.51216,-1.46525,1.14922
1636273843282060795,0.377104,0.483097,0.31159,9.46667,-1.5682,1.13006
1636273843285058846,0.354733,0.49375,0.305198,9.37569,-1.71185,1.14682
1636273843287059083,0.330765,0.492685,0.284958,9.45949,-1.56341,1.12527
1636273843289063619,0.320112,0.488956,0.273773,9.44991,-1.55863,1.18752
1636273843291059870,0.304666,0.489489,0.253533,9.50498,-1.53708,1.16119
1636273843293096163,0.294013,0.491087,0.243946,9.52413,-1.51074,1.13246
1636273843295093736,0.260457,0.495881,0.225836,9.4978,-1.4437,1.17316
1636273843296085476,0.247674,0.50387,0.213586,9.4954,-1.45089,1.12527
1636273843315060342,-0.01012,0.531567,0.129962,9.10275,-1.69509,1.06542
1636273843317072243,-0.0218379,0.525175,0.121973,9.05727,-1.72383,1.0726
1636273843319060296,-0.0388822,0.517186,0.113451,9.04529,-1.74058,1.06781
1636273843322066552,-0.0548611,0.493217,0.101733,9.03093,-1.68073,1.12288
1636273843324060966,-0.0692422,0.456998,0.0894822,8.9184,-1.71904,1.05105
1636273843327062832,-0.0782969,0.419182,0.0836233,8.93995,-1.7358,1.12288
1636273843329060577,-0.0814927,0.387756,0.0692422,8.74123,-1.75974,1.07978
1636273843331068817,-0.0852212,0.369647,0.0644485,8.79869,-1.78129,1.1133
1636273843333063640,-0.100667,0.338754,0.0612527,8.69574,-1.7741,1.09654
1636273843334063870,-0.0921454,0.324906,0.062318,8.62631,-1.8172,1.13485
1636273843337066840,-0.101733,0.298807,0.0548611,8.66701,-1.75974,1.10133
1636273843339063885,-0.0974717,0.267914,0.052198,8.56645,-1.60172,1.10612
1636273843341063418,-0.1012,0.255131,0.0511327,8.49702,-1.62806,1.12288
1636273843344070263,-0.0937433,0.213053,0.0383495,8.38928,-1.63524,1.22583
1636273843346061744,-0.0910801,0.199204,0.0351537,8.43717,-1.57538,1.22583
1636273843348057641,-0.0894822,0.178432,0.0234358,8.37252,-1.47004,1.26893
1636273843350060627,-0.0809601,0.169377,0.0186421,8.27197,-1.43413,1.2785
1636273843352061189,-0.0745685,0.155529,0.00905475,8.31027,-1.4461,1.32639
1636273843353061120,-0.0692422,0.152865,-0.00426106,8.33182,-1.41976,1.39821
1636273843356058854,-0.0585895,0.150202,-0.0186421,8.32703,-1.43173,1.37667
1636273843358064839,-0.046339,0.151268,-0.0420779,8.32943,-1.44849,1.43173
1636273843360061428,-0.0372843,0.158724,-0.0415453,8.37971,-1.52271,1.49398
1636273843362061719,-0.0356864,0.182693,-0.0708401,8.39647,-1.61369,1.58257
1636273843365061303,-0.0292948,0.2024,-0.082558,8.44196,-1.66397,1.58496
1636273843382065898,0.0314253,0.310525,-0.222108,9.35654,-2.21464,1.17076
1636273843385064482,0.0383495,0.333428,-0.226369,9.38288,-2.38462,1.12288
1636273843386069796,0.0506001,0.351537,-0.225303,9.45231,-2.40138,1.13006
1636273843389063616,0.0703075,0.390952,-0.232228,9.60793,-2.38941,1.05105
1636273843391063833,0.0873517,0.421312,-0.225836,9.73243,-2.40378,1.00556
1636273843393061848,0.104396,0.440487,-0.213586,9.83778,-2.38462,0.993594
1636273843395057600,0.128897,0.456998,-0.206661,9.90481,-2.46603,0.952892
1636273843396057890,0.142745,0.460194,-0.200802,9.91918,-2.4373,0.897826
1636273843400058480,0.182693,0.480434,-0.161388,10.0604,-2.41096,0.737414
1636273843401059512,0.190682,0.48363,-0.150735,10.082,-2.39181,0.694318
1636273843404059822,0.223706,0.487891,-0.118244,10.0963,-2.43969,0.591368
1636273843406064461,0.246609,0.488956,-0.0777643,10.0724,-2.36068,0.428562
1636273843408076463,0.253,0.490022,-0.0596548,10.0389,-2.33674,0.351948
1636273843410061567,0.282828,0.491087,-0.0154463,9.96706,-2.35589,0.234632
1636273843412062945,0.291882,0.486293,0.00106526,9.88566,-2.35111,0.248997
1636273843414155337,0.317981,0.472445,0.0426106,9.81623,-2.24337,0.122104
1636273843415136482,0.335558,0.459662,0.0660464,9.8258,-2.19548,0.0646434
1636273843418147586,0.366451,0.411725,0.110788,9.66539,-2.16675,0.0502782
1636273843420149760,0.396278,0.354733,0.137952,9.47625,-1.91057,0.0311246
1636273843422138698,0.413855,0.321177,0.158724,9.42837,-1.83635,0.0191536
1636273843425184645,0.455401,0.255131,0.201335,9.15064,-1.58017,0.0574608
1636273843427137552,0.468184,0.239684,0.213053,9.09318,-1.45567,0.143652
1636273843429087034,0.498544,0.20027,0.224771,8.96389,-1.22823,0.275333
1636273843431057850,0.507066,0.18216,0.228499,8.89925,-1.13246,0.356736
1636273843433100585,0.527306,0.154463,0.239684,8.71489,-0.976834,0.486023
1636273843450064702,0.55234,0.0894822,0.154996,8.67898,-0.940921,1.88184
1636273843453207272,0.529969,0.110255,0.124636,8.83221,-1.17316,2.00634
1636273843455083552,0.52411,0.116646,0.116114,8.91122,-1.21865,2.09971
1636273843457066374,0.512925,0.132625,0.092678,8.9998,-1.34075,2.09253
1636273843458069489,0.502272,0.132093,0.0814927,9.05487,-1.42934,2.18351
1636273843461101463,0.488956,0.132625,0.0548611,9.21528,-1.45328,2.20745
1636273843463061987,0.471912,0.130495,0.0330232,9.36372,-1.53947,2.25055
1636273843465061329,0.463923,0.127832,0.0250337,9.43316,-1.62806,2.22182
1636273843467064443,0.445813,0.132625,0.01012,9.58638,-1.61369,2.19309
1636273843470116685,0.432497,0.152865,-0.00852212,9.64863,-1.75016,2.13802
1636273843472084508,0.415986,0.191215,-0.0197074,9.80426,-1.88184,1.99198
1636273843474136852,0.407996,0.211988,-0.0271642,9.83538,-1.97043,2.02549
1636273843476065089,0.389887,0.251935,-0.0356864,9.89763,-2.14281,1.87466
1636273843477144210,0.384028,0.27324,-0.0420779,10.0197,-2.21703,1.83875
1636273843480085983,0.380299,0.299872,-0.0484695,10.1131,-2.26013,1.70228
1636273843482061505,0.372843,0.323308,-0.0548611,10.2568,-2.30801,1.54426
1636273843484083034,0.368049,0.33396,-0.0559264,10.2663,-2.40857,1.53708
1636273843486087135,0.363788,0.347276,-0.0479369,10.4028,-2.478,1.33357
1636273843488085835,0.36219,0.354733,-0.0426106,10.4148,-2.49955,1.30963
1636273843490065142,0.36432,0.361125,-0.03036,10.4531,-2.49955,1.08697
1636273843493063932,0.370179,0.361125,-0.00426106,10.501,-2.52109,0.993594
1636273843495093295,0.370712,0.356864,0.0234358,10.4866,-2.48518,0.881066
1636273843496061089,0.377636,0.351537,0.0372843,10.5082,-2.44927,0.804452
1636273843514093238,0.500674,0.235956,0.229032,9.79468,-1.40061,1.18513
1636273843517079257,0.520382,0.20027,0.241282,9.66779,-1.39582,1.3216
1636273843519178167,0.529969,0.169377,0.257261,9.53132,-1.35272,1.59214
1636273843520132316,0.534763,0.159257,0.257794,9.54568,-1.32399,1.69509
1636273843523065881,0.524643,0.139017,0.27324,9.30387,-1.14443,1.85072
1636273843524078800,0.518251,0.139017,0.281762,9.40682,-1.12527,1.92015
1636273843528060923,0.49375,0.14967,0.295078,9.10754,-1.06542,2.09732
1636273843529121262,0.482032,0.152865,0.299872,9.11473,-1.0726,2.08296
1636273843532059146,0.459662,0.162453,0.305731,8.94474,-1.03908,2.13323
1636273843534061706,0.430899,0.181095,0.289219,8.81306,-1.09176,2.12605
1636273843536062220,0.41279,0.194943,0.28336,8.78433,-1.06542,2.14042
1636273843538062855,0.378169,0.207194,0.258859,8.78911,-0.955287,2.1883
1636273843539092172,0.352603,0.216249,0.249272,8.85615,-0.933739,2.23858
1636273843542104619,0.307329,0.221575,0.21039,9.0022,-1.00317,2.26013
1636273843543122642,0.284958,0.217314,0.190682,9.02135,-1.01993,2.32238
1636273843546120891,0.239684,0.191215,0.156594,8.95431,-1.17795,2.39181
1636273843548110386,0.205063,0.176834,0.11931,9.0836,-1.21625,2.3942
1636273843550094546,0.186954,0.175769,0.103331,9.13627,-1.25696,2.32477
1636273843552092355,0.147539,0.162453,0.0713727,9.26077,-1.26414,2.19069
1636273843555114882,0.116646,0.156061,0.0426106,9.34936,-1.29766,1.95367
1636273843557120875,0.0900148,0.146474,0.0106526,9.42597,-1.39103,1.84832
1636273843558072135,0.0804275,0.138484,-0.00213053,9.44752,-1.38145,1.74058
1636273843561066631,0.0745685,0.118244,-0.0335558,9.48583,-1.62806,1.66397
1636273843562071098,0.072438,0.113451,-0.0394148,9.46907,-1.66158,1.58736
1636273843565069427,0.0660464,0.102798,-0.0697748,9.55047,-1.8148,1.52271
1636273843584069259,0.217314,0.170975,-0.0207727,10.0652,-1.87466,0.960075
1636273843586066849,0.247141,0.186421,-0.00266316,10.1466,-1.93451,1.06542
1636273843588066623,0.264186,0.193346,0.00532632,10.2041,-1.94409,1.08697
1636273843590075358,0.296676,0.178964,0.0266316,10.2472,-1.98719,1.15879
1636273843591074111,0.31159,0.166714,0.036219,10.3334,-2.01352,1.2378
1636273843595066746,0.351005,0.127299,0.0703075,10.252,-2.14281,1.29287
1636273843596066839,0.365386,0.117179,0.0878843,10.1921,-2.12845,1.34794
1636273843599064526,0.373908,0.108124,0.118244,10.1754,-2.17872,1.32639
1636273843600061914,0.38243,0.104929,0.136886,10.2113,-2.16915,1.33836
1636273843603060110,0.393615,0.0990696,0.170975,10.228,-2.15718,1.36709
1636273843605061690,0.408529,0.0729706,0.20027,10.2065,-2.14042,1.39103
1636273843607064913,0.412257,0.0511327,0.204531,10.1993,-2.17872,1.45089
1636273843609086150,0.427704,-0.0015979,0.231695,10.2328,-2.30322,1.49638
1636273843610086154,0.438356,-0.0282295,0.248207,10.2232,-2.27689,1.52989
1636273843613064877,0.45327,-0.0772317,0.27111,10.173,-2.21464,1.48919
1636273843615056591,0.460727,-0.102265,0.300937,10.0724,-2.25534,1.58736
1636273843618062208,0.462857,-0.098537,0.331297,10.0365,-2.229,1.60412
1636273843619085959,0.471912,-0.0964064,0.346211,10.0963,-2.18112,1.63763
1636273843622076594,0.482565,-0.0756338,0.373375,10.0963,-2.16675,1.61369
1636273843624061740,0.494283,-0.0601874,0.396811,10.1418,-2.14281,1.67594
1636273843626068232,0.499076,-0.0559264,0.406931,10.1059,-2.07098,1.68552
1636273843628061879,0.514523,-0.052198,0.428236,10.2089,-2.17872,1.72861
1636273843629084148,0.517718,-0.046339,0.438889,10.2161,-2.1476,1.72383
1636273843632064414,0.523577,-0.0394148,0.46126,10.2328,-2.11169,1.7741
1636273843653064919,0.649279,0.164051,0.625843,10.1778,-1.90578,1.97043
1636273843655069490,0.65567,0.184291,0.630104,10.1658,-1.901,1.99676
1636273843657074355,0.680171,0.214651,0.63543,10.0126,-1.91776,1.95846
1636273843658071069,0.689759,0.218379,0.6333,10.0293,-1.89621,1.87227
1636273843661060139,0.707336,0.219977,0.627441,9.92875,-1.91297,1.82199
1636273843662061381,0.719054,0.224771,0.626375,9.90721,-1.90578,1.74537
1636273843665064181,0.738761,0.238087,0.619984,9.77553,-1.95367,1.69509
1636273843667061610,0.753675,0.275371,0.61306,9.67736,-1.96803,1.60412
1636273843670066951,0.765392,0.306264,0.614125,9.59117,-1.98958,1.55144
1636273843672062272,0.785633,0.314786,0.597081,9.4978,-1.97522,1.47004
1636273843674064487,0.792557,0.306264,0.589091,9.5792,-1.97522,1.47004
1636273843676070131,0.811732,0.280165,0.570449,9.52413,-1.96325,1.38864
1636273843677063850,0.819188,0.262588,0.56246,9.34457,-1.9824,1.42694
1636273843680065038,0.833569,0.241815,0.547546,9.33978,-2.03507,1.38624
1636273843681062123,0.838363,0.234358,0.54435,9.30626,-2.07338,1.36709
1636273843684080349,0.847951,0.219977,0.52411,9.21049,-2.04225,1.32639
1636273843686065712,0.859668,0.207727,0.509196,9.15064,-2.05901,1.36948
1636273843688062230,0.863397,0.203998,0.497478,9.19134,-1.96085,1.33357
1636273843691067943,0.871919,0.184823,0.475108,9.0836,-1.95127,1.37667
1636273843693065584,0.875115,0.173638,0.464455,9.03572,-2.00874,1.43892
1636273843695089104,0.885235,0.150202,0.447944,9.08121,-1.98,1.56581
1636273843696062789,0.886833,0.142745,0.439422,9.10515,-1.93691,1.61848
1636273843699095867,0.904942,0.135821,0.417584,9.1674,-1.95606,1.72861
1636273843719060219,0.936367,0.181628,0.281762,9.73004,-2.42293,2.41336
1636273843721067627,0.931041,0.197074,0.277501,9.74919,-2.46363,2.44687
1636273843723282973,0.920921,0.238087,0.279099,9.88087,-2.48039,2.46603
1636273843724069272,0.916127,0.256729,0.269512,9.93833,-2.47082,2.48758
1636273843728060750,0.912932,0.278034,0.264718,10.1586,-2.49236,2.51631
1636273843729063460,0.911866,0.28336,0.258859,10.1873,-2.5187,2.58574
1636273843732061363,0.912399,0.297209,0.256196,10.2472,-2.58813,2.67432
1636273843734061294,0.918258,0.308927,0.253533,10.2759,-2.62644,2.73418
1636273843736059813,0.918258,0.314786,0.243946,10.3334,-2.65038,2.68629
1636273843738063102,0.920388,0.345678,0.246609,10.4483,-2.60729,2.7677
1636273843740075025,0.918791,0.361125,0.242348,10.4315,-2.62883,2.74376
1636273843742096548,0.915595,0.38243,0.24075,10.4914,-2.61926,2.73657
1636273843743062819,0.915595,0.387224,0.24288,10.5225,-2.55701,2.75333
1636273843746063107,0.91453,0.395213,0.251402,10.4722,-2.54982,2.74136
1636273843748083766,0.913997,0.399474,0.26099,10.5105,-2.51152,2.66475
1636273843751067442,0.911866,0.414921,0.269512,10.4818,-2.45885,2.72939
1636273843753064506,0.905475,0.42291,0.287621,10.422,-2.46124,2.71024
1636273843755065035,0.905475,0.418649,0.294013,10.4339,-2.48279,2.6839
1636273843757063220,0.905475,0.418649,0.307329,10.3813,-2.50433,2.76051
1636273843759069047,0.907605,0.419182,0.313188,10.4124,-2.44687,2.76051
1636273843761058682,0.90654,0.417584,0.330765,10.3501,-2.44687,2.75573
1636273843762061162,0.910801,0.420779,0.333428,10.3094,-2.44927,2.81319
1636273843765092678,0.918791,0.426638,0.346744,10.1897,-2.47082,2.85628
1636273843767095247,0.918791,0.438356,0.358994,10.1873,-2.44209,2.89459
1636273843788070508,0.902812,0.51399,0.370179,10.2017,-2.47082,3.62243
1636273843790071443,0.884702,0.520914,0.379234,10.2208,-2.58095,3.72298
1636273843791087231,0.870321,0.52411,0.374973,10.1897,-2.58095,3.72298
1636273843794069969,0.849548,0.5321,0.380299,10.2831,-2.58574,3.74693
1636273843795069965,0.848483,0.531034,0.385626,10.2999,-2.62165,3.69665
1636273843798065015,0.833569,0.504403,0.380832,10.2592,-2.60729,3.66792
1636273843800062034,0.829308,0.474575,0.387224,10.1801,-2.65278,3.6751
1636273843802065529,0.823449,0.46126,0.395213,10.1011,-2.71502,3.67271
1636273843804119684,0.812797,0.427704,0.404268,10.137,-2.54504,3.56497
1636273843807092565,0.801079,0.4048,0.419182,10.1921,-2.42293,3.49075
